timestamp,temperature,humidity,soil_moisture,ph_level,salinity,light_intensity,health_score,anomaly,label
2026-07-01 12:12:10.661355,25.61,69.68,24.49,6.25,0.93,595.5,40.0,0,normal
2026-12-13 10:12:10.898876,24.73,74.13,24.57,6.08,1.07,750.39,100.0,0,normal
2027-05-14 05:12:11.121137,24.77,75.16,24.78,6.01,0.67,613.77,100.0,0,normal
2026-08-14 05:12:10.721395,18.8,77.69,24.51,5.91,0.78,689.28,100.0,0,normal
2027-06-03 04:12:11.152297,28.46,75.71,24.11,5.98,0.89,600.06,100.0,0,normal
2026-06-30 17:12:10.660304,19.63,70.47,25.04,6.17,1.22,594.5,40.0,0,normal
2026-12-31 06:12:10.925794,19.26,79.49,26.02,6.13,0.59,532.49,40.0,0,normal
2027-04-17 21:12:11.083610,23.82,77.93,25.75,6.55,1.35,449.46,40.0,0,normal
2027-01-01 02:12:10.926927,18.42,67.35,23.96,5.5,0.7,612.8,100.0,0,normal
2026-09-30 02:12:10.787637,19.6,73.0,26.0,6.2,0.44,513.29,40.0,0,normal
2026-05-26 04:12:11.204977,23.5,75.0,25.0,6.15,8.42,600.0,3.18,1,high_salinity
2026-09-24 07:12:10.779084,21.37,67.41,23.17,5.93,1.24,603.24,100.0,0,normal
2027-03-27 19:12:11.051667,26.15,78.21,24.84,6.02,0.89,160.85,40.0,0,normal
2027-01-25 19:12:10.960903,24.09,79.96,25.99,6.41,0.9,485.88,40.0,0,normal
2027-03-08 23:12:11.023660,23.68,74.1,26.25,6.32,0.69,864.92,100.0,0,normal
2027-03-25 10:12:11.048166,26.45,71.59,24.32,6.23,0.0,481.59,40.0,0,normal
2027-06-10 20:12:11.163776,27.42,65.0,25.94,5.53,0.77,438.71,40.0,0,normal
2026-07-05 01:12:10.666060,23.14,75.58,24.45,6.08,0.23,651.45,100.0,0,normal
2026-09-30 11:12:10.788127,24.72,76.54,24.54,6.48,0.61,1104.76,100.0,0,normal
2027-03-02 20:12:11.013701,25.94,75.92,24.92,6.09,0.64,802.19,100.0,0,normal
2027-01-02 00:12:10.928388,22.16,81.61,23.56,5.76,0.52,554.83,40.0,0,normal
2027-02-03 15:12:10.973221,19.11,68.46,25.68,6.31,0.98,506.33,40.0,0,normal
2027-04-01 01:12:11.058220,24.18,76.01,25.31,5.9,1.21,383.03,40.0,0,normal
2027-02-28 01:12:11.009513,21.54,66.25,24.46,6.4,0.6,389.03,40.0,0,normal
2026-06-22 21:12:10.649670,27.04,84.69,26.36,5.93,0.77,618.92,100.0,0,normal
2027-03-31 03:12:11.056294,26.77,70.99,25.59,6.19,0.42,384.8,40.0,0,normal
2026-12-18 21:12:10.907125,23.91,80.47,25.87,6.19,0.49,793.29,100.0,0,normal
2027-02-25 23:12:11.006247,19.86,80.63,24.93,5.73,0.54,355.26,40.0,0,normal
2027-05-13 00:12:11.119507,29.65,72.92,25.66,6.38,0.68,792.54,100.0,0,normal
2026-08-20 06:12:10.729517,26.68,73.0,25.04,5.7,0.95,497.32,40.0,0,normal
2026-08-07 15:12:10.712147,22.99,77.58,24.96,6.1,0.67,656.44,100.0,0,normal
2026-11-18 07:12:10.861452,25.63,77.74,24.98,5.93,0.83,446.63,40.0,0,normal
2027-01-24 01:12:10.958600,21.98,79.0,26.9,6.47,1.09,807.36,100.0,0,normal
2026-08-27 13:12:10.740248,28.2,76.19,24.76,6.09,0.39,832.92,100.0,0,normal
2027-05-26 19:12:11.141147,17.0,74.53,25.32,6.23,0.54,639.83,100.0,0,normal
2027-05-05 10:12:11.108595,30.0,80.59,24.3,6.63,1.05,305.81,40.0,0,normal
2026-11-04 19:12:10.839308,23.94,66.58,24.35,6.5,0.61,314.76,40.0,0,normal
2026-07-07 20:12:10.669938,23.7,77.67,23.77,6.03,0.77,403.81,40.0,0,normal
2027-01-03 04:12:10.930027,22.57,85.0,23.2,5.92,1.5,762.3,100.0,0,normal
2026-11-06 17:12:10.842029,18.14,79.99,24.04,6.27,0.65,376.36,40.0,0,normal
2027-02-05 05:12:10.975323,26.82,66.2,23.27,6.01,0.76,360.45,40.0,0,normal
2026-06-22 22:12:10.649728,22.94,70.87,23.91,5.99,0.45,647.69,100.0,0,normal
2026-08-27 17:12:10.740466,24.01,79.54,25.65,6.3,0.55,690.35,100.0,0,normal
2026-06-05 08:12:11.201888,15.72,75.0,25.0,6.15,0.75,600.0,60.0,1,low_temp
2027-04-28 21:12:11.099114,22.26,74.3,24.86,5.77,1.03,686.58,100.0,0,normal
2026-11-13 16:12:10.853866,25.35,74.75,26.15,5.92,0.92,704.51,100.0,0,normal
2027-03-25 08:12:11.048051,23.35,74.49,25.23,6.39,1.03,497.63,40.0,0,normal
2026-11-08 02:12:10.844419,20.5,78.77,24.66,6.1,0.8,1007.1,100.0,0,normal
2027-03-28 20:12:11.053133,25.07,77.73,25.13,6.12,0.52,369.35,40.0,0,normal
2026-12-03 14:12:10.884264,30.0,80.24,24.65,6.37,0.92,673.37,100.0,0,normal
2026-10-10 14:12:10.803323,24.13,76.97,27.0,6.36,0.75,1100.97,100.0,0,normal
2026-11-08 01:12:10.844364,26.66,69.35,23.0,6.12,0.31,490.02,40.0,0,normal
2027-03-25 09:12:11.048106,26.98,77.17,25.99,5.74,0.6,275.2,40.0,0,normal
2026-07-12 01:12:10.675630,22.39,74.61,23.37,6.22,0.99,270.87,40.0,0,normal
2027-02-20 15:12:10.998443,22.47,70.52,24.71,6.19,0.89,368.12,40.0,0,normal
2026-09-29 03:12:10.786280,24.65,69.78,24.79,6.45,0.7,676.91,100.0,0,normal
2026-06-12 07:12:10.634573,18.96,71.55,25.23,6.23,0.67,811.66,100.0,0,normal
2027-01-18 09:12:10.951090,21.43,67.5,24.88,6.14,0.31,575.9,40.0,0,normal
2027-04-27 19:12:11.097689,26.7,70.44,27.0,6.17,1.13,714.24,100.0,0,normal
2026-12-17 12:12:10.905023,24.03,65.0,24.89,5.96,0.9,544.18,40.0,0,normal
2026-05-26 01:12:10.607108,23.96,78.37,24.96,6.08,0.83,506.43,40.0,0,normal
2027-05-25 22:12:11.139444,24.4,68.94,25.17,6.67,0.8,372.2,40.0,0,normal
2026-07-24 01:12:10.692509,22.55,70.47,25.63,6.17,0.43,741.27,100.0,0,normal
2027-05-26 17:12:11.141038,22.91,72.58,25.38,6.73,0.78,386.64,40.0,0,normal
2026-05-27 00:12:10.608977,24.62,69.76,24.82,6.14,1.5,785.31,100.0,0,normal
2027-04-14 09:12:11.078463,21.53,72.47,25.01,6.07,1.0,499.59,40.0,0,normal
2027-02-17 12:12:10.993858,20.96,82.57,24.75,6.38,0.78,680.22,100.0,0,normal
2026-05-23 10:12:10.602538,21.41,78.87,24.36,6.24,0.96,469.53,40.0,0,normal
2027-02-02 13:12:10.971579,22.89,77.08,24.42,6.13,0.7,542.03,40.0,0,normal
2026-12-02 12:12:10.882690,17.93,78.7,24.73,6.45,0.83,845.45,100.0,0,normal
2027-01-02 20:12:10.929561,23.23,74.46,23.0,6.3,1.5,1089.64,100.0,0,normal
2026-07-05 13:12:10.666726,26.59,74.65,25.91,5.94,1.04,461.97,40.0,0,normal
2026-07-17 04:12:10.682479,24.64,75.34,24.8,6.21,0.68,619.96,100.0,0,normal
2026-12-05 18:12:10.887544,25.68,81.91,25.66,6.23,0.85,717.02,100.0,0,normal
2027-01-27 04:12:10.962728,26.6,71.25,26.56,5.5,0.76,208.56,40.0,0,normal
2027-01-28 14:12:10.964602,21.08,79.75,26.01,6.51,0.73,751.15,100.0,0,normal
2027-03-04 20:12:11.016730,22.45,76.65,26.4,5.99,0.72,294.95,40.0,0,normal
2027-05-08 20:12:11.113677,23.62,77.87,25.15,6.58,1.29,597.16,40.0,0,normal
2026-12-27 12:12:10.919719,20.55,74.86,24.13,5.94,0.78,562.1,40.0,0,normal
2027-05-02 05:12:11.103930,23.79,66.5,25.24,6.41,0.68,428.91,40.0,0,normal
2027-01-27 18:12:10.963508,19.08,75.3,25.73,6.06,0.93,17.3,0.0,0,normal
2026-05-23 08:12:10.602430,22.95,71.82,25.08,6.74,0.83,845.41,100.0,0,normal
2027-02-11 23:12:10.985698,26.6,66.22,24.71,6.28,0.19,556.32,40.0,0,normal
2026-06-27 13:12:11.205522,23.5,75.0,25.0,7.49,0.75,600.0,60.0,1,ph_alkaline
2026-05-23 06:12:10.602324,20.98,66.63,23.6,6.63,0.48,402.55,40.0,0,normal
2026-11-13 02:12:10.853009,30.0,75.72,25.33,5.91,0.78,640.37,100.0,0,normal
2027-04-12 20:12:11.076258,27.01,78.39,25.57,6.36,0.73,688.65,100.0,0,normal
2026-06-21 16:12:10.647996,21.09,70.94,24.55,6.03,0.46,534.52,40.0,0,normal
2026-08-16 04:12:10.724097,25.7,67.54,24.67,6.51,0.94,396.66,40.0,0,normal
2026-05-26 11:12:10.607852,25.92,71.09,24.99,6.0,0.92,885.46,100.0,0,normal
2027-06-15 20:12:11.171662,21.61,85.0,24.13,6.72,0.63,697.87,100.0,0,normal
2027-05-27 12:12:11.142134,21.53,68.65,25.85,5.91,1.34,226.85,40.0,0,normal
2027-02-17 20:12:10.994323,25.61,77.82,24.86,6.32,0.22,320.22,40.0,0,normal
2026-08-23 01:12:10.733466,24.55,84.13,24.78,6.5,0.56,716.74,100.0,0,normal
2026-07-02 10:12:10.662585,22.85,80.2,24.4,6.19,0.39,857.04,100.0,0,normal
2027-06-19 20:12:11.179106,19.09,72.38,23.48,6.08,0.67,364.17,40.0,0,normal
2027-04-20 23:12:11.088075,23.17,82.98,26.51,6.48,1.12,477.28,40.0,0,normal
2027-03-10 14:12:11.026145,23.38,68.58,24.94,5.79,0.98,449.42,40.0,0,normal
2026-06-06 01:12:10.624786,21.08,73.65,26.5,6.55,0.76,565.02,40.0,0,normal
2026-06-03 17:12:10.621428,24.6,74.4,24.07,6.04,1.2,561.78,40.0,0,normal
2026-09-08 12:12:10.756013,30.0,77.63,24.83,6.45,0.56,402.89,40.0,0,normal
2027-05-30 11:12:11.147021,24.36,71.05,25.71,6.33,0.34,767.43,100.0,0,normal
2026-06-02 15:12:11.204277,23.5,75.0,25.0,6.15,5.57,600.0,43.07,1,high_salinity
2027-01-23 05:12:10.957497,22.92,82.43,25.55,6.03,0.87,665.6,100.0,0,normal
2027-05-04 06:12:11.106894,21.34,78.69,23.33,5.95,0.72,540.85,40.0,0,normal
2026-09-28 05:12:10.785063,29.81,73.92,24.46,6.36,0.54,465.67,40.0,0,normal
2027-02-22 09:12:11.000953,21.9,83.33,25.47,5.9,0.81,440.85,40.0,0,normal
2027-04-13 23:12:11.077901,25.05,76.99,25.29,6.63,1.18,890.62,100.0,0,normal
2027-01-03 15:12:10.930676,24.94,76.61,25.01,6.69,0.54,602.29,100.0,0,normal
2027-01-21 06:12:10.954886,23.34,73.98,23.38,6.12,0.9,388.94,40.0,0,normal
2026-06-16 22:12:10.641639,21.67,77.3,25.34,5.66,0.37,391.59,40.0,0,normal
2027-05-03 15:12:11.106060,24.57,72.61,24.96,6.24,0.33,706.8,100.0,0,normal
2026-09-03 03:12:10.748922,24.09,69.07,25.73,6.78,0.86,879.11,100.0,0,normal
2026-06-20 18:12:10.646782,22.35,77.82,25.38,6.6,1.31,597.19,40.0,0,normal
2027-05-07 01:12:11.111077,29.14,85.0,24.69,6.05,0.74,633.47,100.0,0,normal
2026-09-18 00:12:10.769862,19.57,77.86,24.99,6.36,1.03,593.12,40.0,0,normal
2027-06-21 15:12:11.181533,27.56,79.15,25.22,6.55,0.48,393.9,40.0,0,normal
2026-09-20 05:12:10.773061,20.27,71.15,26.07,5.55,0.86,887.25,100.0,0,normal
2026-12-29 01:12:10.922449,19.7,70.83,24.29,6.0,1.04,584.96,40.0,0,normal
2027-06-07 21:12:11.159057,26.72,67.48,25.93,6.33,0.83,712.98,100.0,0,normal
2026-07-13 14:12:10.677681,28.74,80.88,24.96,6.28,0.76,516.11,40.0,0,normal
2026-09-30 17:12:10.788470,23.37,77.12,25.3,5.92,0.55,657.55,100.0,0,normal
2026-07-01 11:12:10.661300,21.71,71.33,23.98,5.79,1.24,419.53,40.0,0,normal
2027-05-11 01:12:11.116849,28.54,72.45,24.48,6.06,1.27,922.59,100.0,0,normal
2027-01-30 14:12:10.967317,24.34,72.73,25.89,6.33,0.79,495.06,40.0,0,normal
2026-10-14 16:12:10.809373,24.81,77.39,24.72,5.97,0.39,679.8,100.0,0,normal
2026-06-01 20:12:10.618712,24.65,73.76,25.05,6.37,1.28,626.68,100.0,0,normal
2026-11-21 21:12:10.866974,21.59,67.59,24.65,6.49,1.23,446.12,40.0,0,normal
2026-10-17 19:12:10.813881,25.34,77.31,24.42,6.8,1.03,576.0,40.0,0,normal
2026-06-11 08:12:10.633006,27.39,83.75,26.02,6.03,0.4,532.18,40.0,0,normal
2027-05-08 23:12:11.113839,26.07,81.67,26.5,5.78,0.98,341.27,40.0,0,normal
2026-06-12 15:12:10.635005,21.41,79.24,25.55,6.52,0.6,680.46,100.0,0,normal
2027-04-13 22:12:11.077847,23.42,77.99,25.49,6.58,0.57,547.49,40.0,0,normal
2026-06-04 00:12:10.621813,21.89,81.86,25.27,6.37,0.91,455.8,40.0,0,normal
2026-10-03 16:12:10.792722,23.59,77.03,25.77,6.17,0.72,467.6,40.0,0,normal
2026-12-07 18:12:10.890503,26.37,73.71,23.95,6.0,1.46,544.95,40.0,0,normal
2027-03-28 15:12:11.052832,18.7,73.78,24.97,6.34,0.83,625.41,100.0,0,normal
2026-06-03 21:12:11.204321,23.5,75.0,25.0,6.15,7.23,600.0,19.73,1,high_salinity
2026-11-30 18:12:10.879982,18.54,81.35,26.3,6.04,0.43,693.39,100.0,0,normal
2027-05-15 21:12:11.123540,23.03,76.72,25.63,6.04,0.66,749.16,100.0,0,normal
2026-11-17 20:12:10.860572,18.12,75.34,25.57,6.4,0.44,691.99,100.0,0,normal
2027-02-12 16:12:10.986812,24.82,76.16,25.19,5.68,0.97,758.78,100.0,0,normal
2026-12-25 20:12:10.916586,22.8,70.42,24.36,6.61,0.49,461.75,40.0,0,normal
2026-09-13 02:12:10.762912,22.5,79.12,25.39,6.19,0.73,187.75,40.0,0,normal
2026-12-31 00:12:10.925438,24.38,78.37,25.51,5.96,0.62,247.83,40.0,0,normal
2027-02-06 20:12:10.977804,21.08,77.76,23.75,6.8,0.74,590.41,40.0,0,normal
2027-04-11 17:12:11.074496,22.76,68.58,24.43,6.49,0.67,601.71,100.0,0,normal
2026-07-13 00:12:10.676903,25.06,73.36,26.11,6.13,0.12,697.12,100.0,0,normal
2027-03-19 19:12:11.039666,19.61,83.47,24.11,5.51,0.75,810.5,100.0,0,normal
2027-05-26 23:12:11.141380,25.43,70.78,23.63,6.59,1.37,427.33,40.0,0,normal
2027-04-20 06:12:11.087113,25.44,85.0,25.78,6.09,1.08,659.52,100.0,0,normal
2027-03-25 07:12:11.047998,23.33,77.34,24.38,6.31,0.44,680.71,100.0,0,normal
2026-10-12 02:12:10.805432,21.92,65.0,25.9,5.99,0.73,445.67,40.0,0,normal
2027-01-01 04:12:10.927211,20.94,72.02,24.47,6.21,0.7,628.48,100.0,0,normal
2026-06-30 23:12:10.660645,21.77,80.4,23.53,5.99,0.93,655.21,100.0,0,normal
2026-06-08 09:12:10.628713,23.86,78.35,24.6,5.66,0.79,363.23,40.0,0,normal
2027-01-30 15:12:10.967371,22.84,77.14,25.39,6.33,1.0,527.35,40.0,0,normal
2026-06-30 05:12:11.205948,23.5,75.0,25.0,7.01,0.75,600.0,60.0,1,ph_alkaline
2026-11-07 22:12:10.844193,22.43,75.34,24.79,6.28,0.38,581.49,40.0,0,normal
2027-02-14 23:12:10.990053,23.58,78.88,26.54,5.86,0.26,331.59,40.0,0,normal
2026-07-07 09:12:10.669194,18.67,85.0,24.73,6.29,0.93,103.38,40.0,0,normal
2026-09-11 01:12:10.759956,17.32,73.09,25.01,5.9,0.59,798.51,100.0,0,normal
2027-03-26 14:12:11.049821,27.33,70.84,25.67,6.09,0.85,404.33,40.0,0,normal
2026-11-30 03:12:10.878935,24.74,76.22,24.84,6.48,0.68,865.1,100.0,0,normal
2027-06-05 05:12:11.155150,25.95,74.84,25.7,6.2,1.03,737.28,100.0,0,normal
2027-01-25 06:12:10.960191,22.76,66.53,25.05,6.19,0.55,573.45,40.0,0,normal
2026-05-25 09:12:10.606075,22.64,67.67,26.26,5.94,0.76,751.33,100.0,0,normal
2026-05-25 18:12:11.201532,32.67,56.26,25.0,6.15,0.75,600.0,42.0,1,high_temp
2026-07-18 06:12:10.683990,28.06,73.35,23.94,6.47,0.7,797.16,100.0,0,normal
2026-07-23 22:12:10.692344,26.87,79.59,25.03,5.72,0.59,916.59,100.0,0,normal
2027-05-15 11:12:11.122968,26.35,79.22,26.58,6.13,0.95,634.35,100.0,0,normal
2026-09-26 23:12:10.783275,22.14,79.5,24.85,6.11,0.43,437.18,40.0,0,normal
2026-09-24 16:12:10.779644,24.69,76.23,25.2,5.97,0.56,973.94,100.0,0,normal
2026-12-16 16:12:10.903696,26.22,76.38,27.0,6.19,0.98,585.57,40.0,0,normal
2027-04-12 19:12:11.076204,22.13,72.13,23.0,6.15,0.81,626.95,100.0,0,normal
2026-05-25 21:12:10.606773,22.43,72.15,25.57,5.5,0.0,466.98,40.0,0,normal
2027-04-02 14:12:11.061123,25.62,80.8,26.62,6.48,0.7,559.86,40.0,0,normal
2027-02-20 22:12:10.998858,26.46,79.69,24.35,5.87,1.37,787.23,100.0,0,normal
2026-11-23 02:12:10.868824,23.35,76.17,25.24,6.14,0.18,515.01,40.0,0,normal
2027-04-03 15:12:11.062636,29.01,70.45,24.97,6.65,0.83,212.18,40.0,0,normal
2026-10-08 03:12:10.799301,27.78,66.22,24.92,6.22,1.02,561.24,40.0,0,normal
2026-10-12 12:12:10.806005,21.9,67.36,23.58,6.47,0.53,906.3,100.0,0,normal
2026-10-10 04:12:10.802666,26.38,83.83,23.0,6.27,0.9,592.05,40.0,0,normal
2026-10-10 09:12:10.803044,21.23,76.32,24.76,6.24,0.21,419.22,40.0,0,normal
2026-12-24 10:12:10.914650,24.23,80.61,24.67,6.35,0.7,509.9,40.0,0,normal
2027-04-23 02:12:11.090980,22.15,73.65,27.0,6.61,0.45,268.69,40.0,0,normal
2027-06-08 20:12:11.161125,29.4,73.44,23.0,6.01,0.82,597.05,40.0,0,normal
2026-08-28 09:12:10.741348,25.19,81.29,25.39,5.76,0.75,728.56,100.0,0,normal
2026-07-08 20:12:10.671372,29.62,74.69,25.6,6.11,0.23,856.34,100.0,0,normal
2027-01-13 00:12:10.943691,24.31,72.08,25.84,6.65,0.62,549.37,40.0,0,normal
2027-01-25 01:12:10.959922,25.14,73.16,25.52,6.44,0.48,678.97,100.0,0,normal
2027-03-15 12:12:11.033539,21.61,73.59,24.73,5.62,1.11,704.37,100.0,0,normal
2026-10-21 14:12:10.819319,22.12,74.0,25.23,6.73,0.85,640.67,100.0,0,normal
2026-07-26 03:12:10.695410,21.45,74.41,26.75,5.92,0.71,851.0,100.0,0,normal
2026-11-09 08:12:10.846609,17.0,74.19,24.26,5.57,0.93,431.97,40.0,0,normal
2027-06-02 23:12:11.151981,22.04,84.52,24.96,6.11,0.92,321.07,40.0,0,normal
2027-02-06 13:12:10.977392,24.39,82.69,25.4,6.22,0.86,560.42,40.0,0,normal
2027-05-12 15:12:11.119005,23.79,77.7,25.03,6.26,0.61,677.04,100.0,0,normal
2026-06-24 03:12:10.651402,26.3,74.34,25.62,6.08,0.58,897.31,100.0,0,normal
2027-01-20 20:12:10.954330,20.03,68.03,25.08,5.97,0.86,525.08,40.0,0,normal
2027-03-13 03:12:11.030046,18.09,78.69,25.16,6.13,1.02,538.86,40.0,0,normal
2026-07-27 10:12:10.697177,23.69,75.09,25.81,6.07,0.94,603.09,100.0,0,normal
2027-03-26 23:12:11.050306,26.53,79.0,24.54,5.85,0.85,729.58,100.0,0,normal
2027-04-26 11:12:11.095840,29.43,65.36,25.8,5.64,0.11,528.25,40.0,0,normal
2027-05-09 21:12:11.115056,24.03,80.79,25.23,6.48,0.19,602.71,100.0,0,normal
2026-05-25 17:12:10.606543,20.49,73.84,24.54,6.45,0.68,583.89,40.0,0,normal
2027-04-05 23:12:11.066247,27.59,82.92,25.2,6.25,0.58,624.23,100.0,0,normal
